City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Santiago Del Estero,AR,-27.7951,-64.2615,84.76,54,91,10.8,overcast clouds
699,Manono,CD,-7.3,27.4167,73.11,88,100,3.18,overcast clouds
700,Griffith,US,41.5284,-87.4237,57.99,77,90,17.27,overcast clouds
701,Si Racha,TH,13.1737,100.9311,88.0,99,95,8.32,overcast clouds
702,Shebunino,RU,46.4339,141.8603,30.94,77,94,12.26,overcast clouds
703,Nouakchott,MR,18.0858,-15.9785,91.4,21,0,13.8,clear sky
704,Vryheid,ZA,-27.7695,30.7917,74.05,49,0,6.13,clear sky
705,Kerrville,US,30.0474,-99.1403,70.0,83,90,10.36,haze
706,Nakusp,CA,50.2499,-117.8023,33.8,75,99,1.14,overcast clouds
707,Williston,US,48.147,-103.618,39.0,63,87,10.0,overcast clouds
708,Jiaojiang,CN,28.6803,121.4428,50.0,68,0,1.01,light rain
709,Rivera,UY,-30.9053,-55.5508,85.33,45,100,15.21,overcast clouds
710,Mana,GF,5.6592,-53.7767,74.19,95,100,9.75,overcast clouds
711,Santa Maria,BR,-29.6842,-53.8069,87.8,48,20,9.22,few clouds
712,Onega,RU,63.9061,38.1404,35.17,70,4,11.79,clear sky
713,Sola,VU,-13.8833,167.55,80.87,74,100,10.56,overcast clouds
714,Tottori,JP,35.5,134.2333,40.62,64,52,4.05,broken clouds
